"TIPO_VIA","NOMBRE_VIA","NUMERO_VIA","DIRECCION","PROVINCIA","MUNICIPIO","FRECUENCIA","id"
"CL","SANTA FE N 13 5",0,"SANTA FE N 13 5 0",41,41091,1,14226
"CL","PTO DEL ESCUDO 2 13 B",0,"PTO DEL ESCUDO 2 13 B 0",41,41091,1,14227
"CL","MARIA JOSE SEGOVIA",34,"MARIA JOSE SEGOVIA 34",41,41091,3,14228
"AV","DE LA CIENCIAS,",34,"DE LA CIENCIAS, 34",41,41091,1,14229
"CL","LEON XIII",42,"LEON XIII 42",41,41091,3,14230
,"JUAN DE LEDESMA 18 1-IZDA",,"JUAN DE LEDESMA 18 1-IZDA ",41,41091,1,14231
"AV","SUEÑO DEL PATRICIO",16,"SUEÑO DEL PATRICIO 16",41,41091,1,14232
"CL","DR ANTONIO CORTES LLADO; 9,5 D",0,"DR ANTONIO CORTES LLADO; 9,5 D 0",41,41091,1,14233
"CL","MESONERO ROMANOS",4,"MESONERO ROMANOS 4",41,41091,1,14234
"PZ","VICENTE ALEIXANDRE 20-21",0,"VICENTE ALEIXANDRE 20-21 0",41,41091,1,14235
," CL.O.CAYETANO GLEZ.2,324",," CL.O.CAYETANO GLEZ.2,324 ",41,41091,1,14236
"CL","HOLANDA",5,"HOLANDA 5",41,41091,3,14237
,"ANTONIO DE NEBRIJA  5 P. 5",,"ANTONIO DE NEBRIJA  5 P. 5 ",41,41091,1,14238
"CL","RAFAEL SALGADO",10,"RAFAEL SALGADO 10",41,41091,3,14239
"AV","FUNDACION ATENEA",,"FUNDACION ATENEA ",41,41091,1,14240
"CL","EL POPULO",20,"EL POPULO 20",41,41091,4,14241
"AV","BRUSELAS",10,"BRUSELAS 10",41,41091,1,14242
"CL","FRAY ISIDORO DE SEVILLA",77,"FRAY ISIDORO DE SEVILLA 77",41,41091,1,14243
"PZ","DE LA ACOGIDA - EDIFICIO EUROP",2,"DE LA ACOGIDA - EDIFICIO EUROP 2",41,41091,3,14244
"CL","HELICE",20,"HELICE 20",41,41091,3,14245
"CL","FCO COLLANTES DE TERAN",8,"FCO COLLANTES DE TERAN 8",41,41091,2,14246
"UR","JARDINES DEL EDEN",517,"JARDINES DEL EDEN 517",41,41091,1,14247
,"BDA LAS HUERTAS 14 KANSAS",,"BDA LAS HUERTAS 14 KANSAS ",41,41091,1,14248
"CL","TORRELAGUNA",8,"TORRELAGUNA 8",41,41091,6,14249
"ZZ","CORTIJO LAS CASILLAS",6,"CORTIJO LAS CASILLAS 6",41,41091,2,14250
"CL","TELESCOPIO",4,"TELESCOPIO 4",41,41091,1,14251
"CL","AVION CUATRO VIENTOS",16,"AVION CUATRO VIENTOS 16",41,41091,1,14252
,"BDA JUAN XXIII E 127",,"BDA JUAN XXIII E 127 ",41,41091,1,14253
"CL","PISUERGA 52",52,"PISUERGA 52 52",41,41091,1,14254
"CL","R. ARGENTINA",38,"R. ARGENTINA 38",41,41091,1,14255
"CL","TORREVIEJA",44,"TORREVIEJA 44",41,41091,2,14256
"CL","BAENA, EDIF JACARNDA  2",3,"BAENA, EDIF JACARNDA  2 3",41,41091,1,14257
"CL","NTRA SRA PILAR 19 CASA",4,"NTRA SRA PILAR 19 CASA 4",41,41091,1,14258
"CL","LOBO 6 (VALDEZORRAS)",0,"LOBO 6 (VALDEZORRAS) 0",41,41091,1,14259
,"MARQUES DE NERVION 13",,"MARQUES DE NERVION 13 ",41,41091,1,14260
"PQ","RUBEN DARIO",0,"RUBEN DARIO 0",41,41091,3,14261
"AV","J.M. SANCHEZ ARJONA",55,"J.M. SANCHEZ ARJONA 55",41,41091,1,14262
"AV"," DE LA CIENCIA",10," DE LA CIENCIA 10",41,41091,1,14263
"CL","OSA MAYOR",31,"OSA MAYOR 31",41,41091,1,14264
"CL","EVA CERVANTESIOS",25,"EVA CERVANTESIOS 25",41,41091,1,14265
,"VIRGEN DE LAS TORRES 4 2 A",,"VIRGEN DE LAS TORRES 4 2 A ",41,41091,1,14266
"AV","CIENCIAS (DE LAS)",71,"CIENCIAS (DE LAS) 71",41,41091,7,14267
"AV","DE LA BORBOLLA",53,"DE LA BORBOLLA 53",41,41091,5,14268
"CL","PARROCO ANTONIO GOMEZ VILLALOBOS",88,"PARROCO ANTONIO GOMEZ VILLALOBOS 88",41,41091,3,14269
"PZ","LOS LUCEROS 13-15",0,"LOS LUCEROS 13-15 0",41,41091,1,14270
"CL","MAIRENA DEL ALCOR",58,"MAIRENA DEL ALCOR 58",41,41091,4,14271
"CL","NIRVANA",31,"NIRVANA 31",41,41091,3,14272
"CL","VASCO DE GAMA 22",0,"VASCO DE GAMA 22 0",41,41091,1,14273
"CL","EVANGELISTA 69-71 CS 3-1 A",,"EVANGELISTA 69-71 CS 3-1 A ",41,41091,1,14274
,"CL ESTURION 11 2 DCH",,"CL ESTURION 11 2 DCH ",41,41091,1,14275
"CL","MARRUECOS BQ.2D-2A",0,"MARRUECOS BQ.2D-2A 0",41,41091,1,14276
"CL","EDUARDO MARQUINA",20,"EDUARDO MARQUINA 20",41,41091,3,14277
"AV","   MANUEL FAL CONDE 7 BQ 429 B",0,"   MANUEL FAL CONDE 7 BQ 429 B 0",41,41091,1,14278
"CL","SIERRA DE GATA",145,"SIERRA DE GATA 145",41,41091,1,14279
"UR","PARQUEFLORES - FASE 1ª",4,"PARQUEFLORES - FASE 1ª 4",41,41091,4,14280
"BO","NTRA SRA OLIVA",55,"NTRA SRA OLIVA 55",41,41091,1,14281
"CL","CARLOS HAYA",43,"CARLOS HAYA 43",41,41091,3,14282
"BD","LAS AVENIDAS, C/ AGATA",3,"LAS AVENIDAS, C/ AGATA 3",41,41091,2,14283
"CL","STO ANGEL 12  3 PTA 8",12,"STO ANGEL 12  3 PTA 8 12",41,41091,1,14284
,"PLAZA DEL OBRADOIRO 8 P-5",,"PLAZA DEL OBRADOIRO 8 P-5 ",41,41091,1,14285
"CL","LUIS ORTIZ MUºOZ",287,"LUIS ORTIZ MUºOZ 287",41,41091,2,14286
," AV.LAS LETANIAS 2, 4A",," AV.LAS LETANIAS 2, 4A ",41,41091,1,14287
"CL","P. VIRGEN DE LA AMARGURA",2,"P. VIRGEN DE LA AMARGURA 2",41,41091,1,14288
"CL","RISCO ALTO 25 1-I 391",0,"RISCO ALTO 25 1-I 391 0",41,41091,1,14289
"CL","JUAN DIAZ DE SOLIS 9 BL 2-8",0,"JUAN DIAZ DE SOLIS 9 BL 2-8 0",41,41091,1,14290
"CL","ALEJANDRO COLLANTES",69,"ALEJANDRO COLLANTES 69",41,41091,1,14291
"CL","IGUALDAD-SAN JOSE DE PALMETE",54,"IGUALDAD-SAN JOSE DE PALMETE 54",41,41091,1,14292
"CL","SIERRA DE VICARIA",3,"SIERRA DE VICARIA 3",41,41091,2,14293
"BO","PARQUEFLORES-FASE II",1,"PARQUEFLORES-FASE II 1",41,41091,3,14294
"CL","GRAVINA",15,"GRAVINA 15",41,41091,2,14295
"CL","ESPERANZA TRINIDAD,9 MZ.",3,"ESPERANZA TRINIDAD,9 MZ. 3",41,41091,1,14296
"CL","ONZA",23,"ONZA 23",41,41091,3,14297
"CL","ALVAR NEGRO 35",0,"ALVAR NEGRO 35 0",41,41091,1,14298
"UR","PARQUEFLORES-II FASE",1,"PARQUEFLORES-II FASE 1",41,41091,2,14299
,"PINO MONTANO 19 N-116-2-D",,"PINO MONTANO 19 N-116-2-D ",41,41091,1,14300
"CL","MEDICOS SIN FRONTERAS",9,"MEDICOS SIN FRONTERAS 9",41,41091,1,14301
,"PARRAS 21-2 DCHA.",,"PARRAS 21-2 DCHA. ",41,41091,1,14302
"CL","VIRGEN DE LA ANTIGUA",26,"VIRGEN DE LA ANTIGUA 26",41,41091,1,14303
"CL","DUCADO",20,"DUCADO 20",41,41091,5,14304
"CL","ALCALDE JOSE DE LA BANDERA",8,"ALCALDE JOSE DE LA BANDERA 8",41,41091,1,14305
"CL","PROCURADOR  21 1-B.",,"PROCURADOR  21 1-B. ",41,41091,1,14306
"CL","TARRAGONA",64,"TARRAGONA 64",41,41091,3,14307
"AV","OSCAR CARVALLO",2,"OSCAR CARVALLO 2",41,41091,1,14308
"CL","EDF. CUBA CRT. SU EMINENCIA",28,"EDF. CUBA CRT. SU EMINENCIA 28",41,41091,1,14309
"CL","MARIA FULMEN - RES. LOS GRANADOS",,"MARIA FULMEN - RES. LOS GRANADOS ",41,41091,3,14310
"CL","ESTRELLA LA MAÑANA",,"ESTRELLA LA MAÑANA ",41,41091,2,14311
,"ALEJANDRO COLLANTES  22",,"ALEJANDRO COLLANTES  22 ",41,41091,1,14312
"CL","PLAZA ALEGRE",19,"PLAZA ALEGRE 19",41,41091,1,14313
,"JUAN RAMON JIMENEZ 25 5-C",,"JUAN RAMON JIMENEZ 25 5-C ",41,41091,1,14314
"CL","ARCIPRESTE HITA",3,"ARCIPRESTE HITA 3",41,41091,1,14315
"AV","ALVAR NUÑEZ",43,"ALVAR NUÑEZ 43",41,41091,1,14316
"BD","VILLEGAS, COMUNIDAD MURCIANA",1,"VILLEGAS, COMUNIDAD MURCIANA 1",41,41091,1,14317
"CL","FELICIDAD ABRIL DE DIOS,",7,"FELICIDAD ABRIL DE DIOS, 7",41,41091,1,14318
"CL"," AFGANISTAN",3," AFGANISTAN 3",41,41091,1,14319
"CL","MEMBRILLO",3,"MEMBRILLO 3",41,41091,1,14320
,"FRANCISCO DE ARI\O BQ.C-4 2 D",,"FRANCISCO DE ARI\O BQ.C-4 2 D ",41,41091,1,14321
"CL","PADRE PIO, CABEZAS DE SAN JUAN",24,"PADRE PIO, CABEZAS DE SAN JUAN 24",41,41091,1,14322
"CL","P.J.SEBASTIAN BANDARAN",244,"P.J.SEBASTIAN BANDARAN 244",41,41091,1,14323
,"AMADOR DE LOS RIOS  20-22 BLQ",,"AMADOR DE LOS RIOS  20-22 BLQ ",41,41091,1,14324
,"PZA.ALEGRE 2 1-IZDA BDA.HISPAL",,"PZA.ALEGRE 2 1-IZDA BDA.HISPAL ",41,41091,1,14325
"CL","CL MANOLETE 1  4 IZQ",,"CL MANOLETE 1  4 IZQ ",41,41091,1,14326
,"ANTONIO MONTES 4",4,"ANTONIO MONTES 4 4",41,41091,1,14327
,"SEBASTIAN BANDARAN 156 2A",,"SEBASTIAN BANDARAN 156 2A ",41,41091,1,14328
"CL","CASTILLO BAÑOS ENCINA",4,"CASTILLO BAÑOS ENCINA 4",41,41091,3,14329
"CL","MARRUECOS BQ 8",27,"MARRUECOS BQ 8 27",41,41091,1,14330
"AV","AV PADRE GARCIA TEJERO 8",0,"AV PADRE GARCIA TEJERO 8 0",41,41091,1,14331
"CL","LUIS ORTIZ MUÑOZ",282,"LUIS ORTIZ MUÑOZ 282",41,41091,5,14332
"CL","CORBETA",16,"CORBETA 16",41,41091,1,14333
"CL","ECUADOR",6,"ECUADOR 6",41,41091,6,14334
,"ALAMEDA DE HERCULES, 82",,"ALAMEDA DE HERCULES, 82 ",41,41091,1,14335
"CL","TOMAS MURUBE",41,"TOMAS MURUBE 41",41,41091,1,14336
"CL","ARJONA,",20,"ARJONA, 20",41,41091,1,14337
"CL"," LUIS DE MORALES",28," LUIS DE MORALES 28",41,41091,1,14338
"CL","JOSE BERMEJO 14-8-C",0,"JOSE BERMEJO 14-8-C 0",41,41091,1,14339
"CL","GENERAL MERRY",89,"GENERAL MERRY 89",41,41091,1,14340
"CL","MANZANA F 3",0,"MANZANA F 3 0",41,41091,1,14341
,"DOºA CLARINES 64 FELIPE II-3-4",,"DOºA CLARINES 64 FELIPE II-3-4 ",41,41091,1,14342
,"CAMINO LAS ROJAS VALDEZORRAS",,"CAMINO LAS ROJAS VALDEZORRAS ",41,41091,1,14343
"CL","ESTRELLA DENEB",7,"ESTRELLA DENEB 7",41,41091,3,14344
,"GRAL MERRY 9",,"GRAL MERRY 9 ",41,41091,1,14345
"CL","CREUS",21,"CREUS 21",41,41091,3,14346
,"GRANATE 1 1-A",,"GRANATE 1 1-A ",41,41091,1,14347
"CL","TIBERIADES 5",0,"TIBERIADES 5 0",41,41091,1,14348
"CL","LOS PRINCIPES,PARCELA 8",7,"LOS PRINCIPES,PARCELA 8 7",41,41091,2,14349
"CL","COMUNIDAD EXTREMEÑA - BD VILLE",1,"COMUNIDAD EXTREMEÑA - BD VILLE 1",41,41091,3,14350
"AV","CRUZ CAMPO",20,"CRUZ CAMPO 20",41,41091,1,14351
"CL","CARDERNAL RODRIGO DE CASTRO",28,"CARDERNAL RODRIGO DE CASTRO 28",41,41091,1,14352
"CL","EMILIA PARDO BAZAN",19,"EMILIA PARDO BAZAN 19",41,41091,1,14353
,"CL ALMOTAMID 32 1 IZD",,"CL ALMOTAMID 32 1 IZD ",41,41091,1,14354
"CL","NARDO",8,"NARDO 8",41,41091,4,14355
,"CL.A. FILPOROJAS16-7DCHA",,"CL.A. FILPOROJAS16-7DCHA ",41,41091,1,14356
"CL","CASTILLO  DE  AROCHE",1,"CASTILLO  DE  AROCHE 1",41,41091,1,14357
,"CONFIANZA  29",,"CONFIANZA  29 ",41,41091,1,14358
"PO","MARQUES DE CONTADERO",1,"MARQUES DE CONTADERO 1",41,41091,1,14359
"CL","ANGEL SOLANS 39",0,"ANGEL SOLANS 39 0",41,41091,1,14360
"CL","CIGÜEÑA",19,"CIGÜEÑA 19",41,41091,2,14361
,"PUERTO DEL ESCUDO 5 T-6  6A",,"PUERTO DEL ESCUDO 5 T-6  6A ",41,41091,1,14362
"CL","HELICE",4,"HELICE 4",41,41091,4,14363
,"LOS PAJARITOS C/TORDO 22-3 IZQ",,"LOS PAJARITOS C/TORDO 22-3 IZQ ",41,41091,1,14364
"BD","NTRA SRA AGUILA CALLE G",4,"NTRA SRA AGUILA CALLE G 4",41,41091,1,14365
,"DOCTOR FEDRIANI 18",,"DOCTOR FEDRIANI 18 ",41,41091,1,14366
"CL","SANTA MARIA DE ORDAZ",4,"SANTA MARIA DE ORDAZ 4",41,41091,3,14367
,"PL DE LA GAVIOTA 5",,"PL DE LA GAVIOTA 5 ",41,41091,1,14368
"CL","AFAN DE RIBERA 131",0,"AFAN DE RIBERA 131 0",41,41091,1,14369
,"CL JOSE LAGUILLO 23 7 8 C",,"CL JOSE LAGUILLO 23 7 8 C ",41,41091,1,14370
"CL","LUIS FUENTE BEJARANO, 3",21,"LUIS FUENTE BEJARANO, 3 21",41,41091,1,14371
"CL","CANDELAS",5,"CANDELAS 5",41,41091,3,14372
"CL","   VASCO DE GAMA",13,"   VASCO DE GAMA 13",41,41091,1,14373
"CL","ATENEA",37,"ATENEA 37",41,41091,4,14374
"CL","CIUDAD DE LA OLIVA",3,"CIUDAD DE LA OLIVA 3",41,41091,3,14375
"BD","LOS PRINCIPES, PARCELA 7",10,"LOS PRINCIPES, PARCELA 7 10",41,41091,2,14376
"AV","CALATRAVA",20,"CALATRAVA 20",41,41091,1,14377
,"CASTELLON 22",,"CASTELLON 22 ",41,41091,1,14378
"CL","JUAN DIAZ DE SOLIS",34,"JUAN DIAZ DE SOLIS 34",41,41091,17,14379
"CL"," ACANTO",4," ACANTO 4",41,41091,1,14380
,"GUADIANA 18",,"GUADIANA 18 ",41,41091,1,14381
"PZ","DE JESUS DE LA PASION",5,"DE JESUS DE LA PASION 5",41,41091,1,14382
"CL","ULPIANO BLANCO",43,"ULPIANO BLANCO 43",41,41091,4,14383
,"NUCLEO SANTA ANA 24",,"NUCLEO SANTA ANA 24 ",41,41091,1,14384
"CL","ALAMEDA",28,"ALAMEDA 28",41,41091,1,14385
"BD","JUAN XXIII",177,"JUAN XXIII 177",41,41091,1,14386
"CL","GIBRALTAR",29,"GIBRALTAR 29",41,41091,3,14387
"CL","TORRELLANA",35,"TORRELLANA 35",41,41091,3,14388
"CL","LOS PRINCIPES PARC.5 BLOQ.6",0,"LOS PRINCIPES PARC.5 BLOQ.6 0",41,41091,1,14389
"CL"," SAN FRANCISCO JAVIER",8," SAN FRANCISCO JAVIER 8",41,41091,2,14390
"CL","FELICIANA ENRIQUEZ",49,"FELICIANA ENRIQUEZ 49",41,41091,2,14391
"CL","MANZANILLA, ED.ROCIO SUR",1,"MANZANILLA, ED.ROCIO SUR 1",41,41091,2,14392
,"GOLGOTA 2 BAJ.C",,"GOLGOTA 2 BAJ.C ",41,41091,1,14393
"CL","VARFLORA",2,"VARFLORA 2",41,41091,1,14394
,"MADRE SAN MARCELO  18 - BAJO D",,"MADRE SAN MARCELO  18 - BAJO D ",41,41091,1,14395
"CL","RINCONADA (LA)",14,"RINCONADA (LA) 14",41,41091,2,14396
"AV","MARQUES DE NERVION",89,"MARQUES DE NERVION 89",41,41091,1,14397
"CL","CAMPOS ELISEOS",20,"CAMPOS ELISEOS 20",41,41091,2,14398
"CL","MARCO SANCHO",24,"MARCO SANCHO 24",41,41091,6,14399
"CL","EXTREMADURA",14,"EXTREMADURA 14",41,41091,3,14400
"CL","TRABUCO",10,"TRABUCO 10",41,41091,2,14401
,"BETANIA 21",,"BETANIA 21 ",41,41091,1,14402
"CL","PARQUE DE SIERRA MAGINA",1,"PARQUE DE SIERRA MAGINA 1",41,41091,4,14403
,"ZARAGOZA 2-5             -",,"ZARAGOZA 2-5             - ",41,41091,1,14404
"PZ","LINARES RIVAS",35,"LINARES RIVAS 35",41,41091,1,14405
"CL","STA MARIA ORDAS",12,"STA MARIA ORDAS 12",41,41091,1,14406
,"SAN JUAN DE LA PALMA 19",,"SAN JUAN DE LA PALMA 19 ",41,41091,2,14407
,"SAN JUAN DE RIVERA 6",,"SAN JUAN DE RIVERA 6 ",41,41091,1,14408
"CL","TORRELAVEGA",22,"TORRELAVEGA 22",41,41091,7,14409
"CL","ALAZAN     (VALDEZORRAS)",11,"ALAZAN     (VALDEZORRAS) 11",41,41091,1,14410
"CL","MARQUES LUCA DE TENA",6,"MARQUES LUCA DE TENA 6",41,41091,4,14411
"ZZ","N.RES.CIUDAD VERDE",31,"N.RES.CIUDAD VERDE 31",41,41091,1,14412
"CL","MADRE MARIA TERESA 81 BAJO DCH",0,"MADRE MARIA TERESA 81 BAJO DCH 0",41,41091,1,14413
"CL","COQUINA",22,"COQUINA 22",41,41091,5,14414
"CL","VIRGEN DE LORETO",43,"VIRGEN DE LORETO 43",41,41091,1,14415
"AV","DE LAS CIENCIAS, EDIFICIO AZAL",4,"DE LAS CIENCIAS, EDIFICIO AZAL 4",41,41091,1,14416
"CL","FUENTES DE ANDALUCIA",9,"FUENTES DE ANDALUCIA 9",41,41091,2,14417
"LG","CARDENAL ILUNDAIN",24,"CARDENAL ILUNDAIN 24",41,41091,1,14418
"ZZ","CONJUNTO RESIDENCIAL LAS ALMEN",16,"CONJUNTO RESIDENCIAL LAS ALMEN 16",41,41091,1,14419
,"VGEN DE AGUAS SANTAS 19-1D",,"VGEN DE AGUAS SANTAS 19-1D ",41,41091,1,14420
"CL","ESTRELLAS BELTEGEUSE",4,"ESTRELLAS BELTEGEUSE 4",41,41091,3,14421
,"CL PREVISION NUM SEIS BLQ 3 BJ IZQ",,"CL PREVISION NUM SEIS BLQ 3 BJ IZQ ",41,41091,1,14422
"CL","ERIZO 17",0,"ERIZO 17 0",41,41091,1,14423
"CL","N STO ANGEL DE LA GUARDA",5,"N STO ANGEL DE LA GUARDA 5",41,41091,1,14424
"CL","DOMINGO DE MOLINA",8,"DOMINGO DE MOLINA 8",41,41091,1,14425
"CL","VEREDA DE POCO ACEITE",26,"VEREDA DE POCO ACEITE 26",41,41091,2,14426
,"PINO MONTANO S/N",,"PINO MONTANO S/N ",41,41091,2,14427
"AS","STA CLARA 40",,"STA CLARA 40 ",41,41091,1,14428
"CL","CASPE",6,"CASPE 6",41,41091,4,14429
,"PZA/ANJOLI 1,6-D",,"PZA/ANJOLI 1,6-D ",41,41091,1,14430
"CL"," AMADOR DE LOS RIOS",33," AMADOR DE LOS RIOS 33",41,41091,1,14431
"CL","CIUDAD VERDE CASA 1 FASE 1",,"CIUDAD VERDE CASA 1 FASE 1 ",41,41091,1,14432
"CL","CARRETERA BRENES, KM 4",,"CARRETERA BRENES, KM 4 ",41,41091,1,14433
"CL","DR.MIGUEL RIOS SARMIENTO",6,"DR.MIGUEL RIOS SARMIENTO 6",41,41091,1,14434
,"ANTILLANO CAMPOS 10",,"ANTILLANO CAMPOS 10 ",41,41091,1,14435
"CL","VENTOLERA",6,"VENTOLERA 6",41,41091,4,14436
"CL","SABASTIAN ELCANO",42,"SABASTIAN ELCANO 42",41,41091,1,14437
"PG","SAN PABLO BARRIO B",324,"SAN PABLO BARRIO B 324",41,41091,1,14438
"CL","M. VAZQUEZ SAGASTIZABAL",3,"M. VAZQUEZ SAGASTIZABAL 3",41,41091,1,14439
,"BDA SAN DIEGO 26",,"BDA SAN DIEGO 26 ",41,41091,1,14440
,"EMILIO PRADO 6 PRAL 1",,"EMILIO PRADO 6 PRAL 1 ",41,41091,1,14441
"CL","TORRE BAJA",11,"TORRE BAJA 11",41,41091,1,14442
,"SAN HERMENEGILDO 16",,"SAN HERMENEGILDO 16 ",41,41091,1,14443
"CL","CRISTO DEL SOBERANO PODER",12,"CRISTO DEL SOBERANO PODER 12",41,41091,2,14444
,"SINAI 23 3-D",,"SINAI 23 3-D ",41,41091,1,14445
"CL","ESPEJO",4,"ESPEJO 4",41,41091,4,14446
,"MADRE MARIA TERESA 24",,"MADRE MARIA TERESA 24 ",41,41091,1,14447
"CT","FELICIANA ENRIQUEZ",14,"FELICIANA ENRIQUEZ 14",41,41091,1,14448
,"VIRGEN DEL VALLA 2",,"VIRGEN DEL VALLA 2 ",41,41091,1,14449
"CL","OSCAR CARVALLO 5-2 A",,"OSCAR CARVALLO 5-2 A ",41,41091,1,14450
"CL","JUAN DE LANUZA 4",0,"JUAN DE LANUZA 4 0",41,41091,1,14451
"CL","HERMENEGILDO CASA JIMENEZ",17,"HERMENEGILDO CASA JIMENEZ 17",41,41091,1,14452
"CL","NUCLEO RESIDENCIAL SANTA ANA",6,"NUCLEO RESIDENCIAL SANTA ANA 6",41,41091,1,14453
"BO","NUESTRA SRA OLIVA",43,"NUESTRA SRA OLIVA 43",41,41091,1,14454
"CL","CORUºA",78,"CORUºA 78",41,41091,1,14455
,"AV.DE LA PAZ EDIF.MERRY 65",,"AV.DE LA PAZ EDIF.MERRY 65 ",41,41091,1,14456
," CL.JOSE ARPA,F-1.3-3 00000",," CL.JOSE ARPA,F-1.3-3 00000 ",41,41091,1,14457
"AV","GRAL L. ALARCON DE LA LASTRA",4,"GRAL L. ALARCON DE LA LASTRA 4",41,41091,1,14458
"CL","PADRE MARCHENA, 10-11",0,"PADRE MARCHENA, 10-11 0",41,41091,1,14459
"CL","CRATER",4,"CRATER 4",41,41091,1,14460
,"RONDA DE PIO XII 21 BAJO DCHA",,"RONDA DE PIO XII 21 BAJO DCHA ",41,41091,1,14461
"CL","CHERIN",7,"CHERIN 7",41,41091,3,14462
"AV","LOS GAVILANES",7,"LOS GAVILANES 7",41,41091,1,14463
"PZ","FUENSANTA",8,"FUENSANTA 8",41,41091,5,14464
"PZ","MENGIBAR,",4,"MENGIBAR, 4",41,41091,1,14465
,"VIDAL DE NOYA 24",,"VIDAL DE NOYA 24 ",41,41091,1,14466
"CL","ISAAC PERAL",5,"ISAAC PERAL 5",41,41091,7,14467
"CL","CARMEN",6,"CARMEN 6",41,41091,6,14468
"CL","NTRA.SRA.DEL PILAR",19,"NTRA.SRA.DEL PILAR 19",41,41091,3,14469
,"BRETON DE LOS HERREROS 13",,"BRETON DE LOS HERREROS 13 ",41,41091,1,14470
"CL","MARIA AUXILIADORA",186,"MARIA AUXILIADORA 186",41,41091,2,14471
"CL","NUESTRA SEÑORA DEL AMPARO",10,"NUESTRA SEÑORA DEL AMPARO 10",41,41091,1,14472
"AV","LOPEZ DE GOMARA",18,"LOPEZ DE GOMARA 18",41,41091,3,14473
"CL","CL.SAN JACINTO, ,96.P-2",,"CL.SAN JACINTO, ,96.P-2 ",41,41091,1,14474
,"BEATRIZ DE SUABIA 27",,"BEATRIZ DE SUABIA 27 ",41,41091,1,14475
,"LUIS MENSAQUE 6",,"LUIS MENSAQUE 6 ",41,41091,1,14476
"PL","NIÑO DE LA PALMA",,"NIÑO DE LA PALMA ",41,41091,1,14477
"UR","VISTA HERMOSA",40,"VISTA HERMOSA 40",41,41091,1,14478
"CL","CONSTANTINO PONCE FUENTE",46,"CONSTANTINO PONCE FUENTE 46",41,41091,2,14479
"UR","JARDINES DEL EDEN 2 FASE",138,"JARDINES DEL EDEN 2 FASE 138",41,41091,1,14480
"CL","GALENAS",1,"GALENAS 1",41,41091,1,14481
," CL.MARIA ORTIZ, 23.BD",," CL.MARIA ORTIZ, 23.BD ",41,41091,1,14482
,"CL VIRGEN DE LUJAN 56  6 D",,"CL VIRGEN DE LUJAN 56  6 D ",41,41091,1,14483
"CL","AUXILIO DE LOS CRISTIANOS.",1,"AUXILIO DE LOS CRISTIANOS. 1",41,41091,1,14484
,"HERRERA EL VIEJO 3-A  BAJO",,"HERRERA EL VIEJO 3-A  BAJO ",41,41091,1,14485
"AV","ANDALUCIA DE",30,"ANDALUCIA DE 30",41,41091,1,14486
,"VIRGEN DEL MONTE 13  1",,"VIRGEN DEL MONTE 13  1 ",41,41091,1,14487
,"D JUANA DE CASTILLA 52",,"D JUANA DE CASTILLA 52 ",41,41091,1,14488
"CL","HERNAN RUIZ",29,"HERNAN RUIZ 29",41,41091,5,14489
,"J SEBASTIAN ELCANO 12 5 3",,"J SEBASTIAN ELCANO 12 5 3 ",41,41091,1,14490
"CL","BEATA ANA MARIA HAVOUEY",1,"BEATA ANA MARIA HAVOUEY 1",41,41091,1,14491
," CL.MACEDONIA, 815,10A",," CL.MACEDONIA, 815,10A ",41,41091,1,14492
"PZ","PZ ALEGRE 12 4 DCH",,"PZ ALEGRE 12 4 DCH ",41,41091,1,14493
"CL","VIRGEN VALVANERA ED ATENA",19,"VIRGEN VALVANERA ED ATENA 19",41,41091,1,14494
"AV","DE JEREZ",10,"DE JEREZ 10",41,41091,5,14495
"CL","SANTUARIO CABEZA",86,"SANTUARIO CABEZA 86",41,41091,1,14496
,"VIRGEN DE LA ANTIGUA 5 8-B",,"VIRGEN DE LA ANTIGUA 5 8-B ",41,41091,1,14497
"CL","VILLAVERDE",14,"VILLAVERDE 14",41,41091,1,14498
"CL","OLIVO",28,"OLIVO 28",41,41091,11,14499
"AV","TABLADA",3,"TABLADA 3",41,41091,1,14500
"BO","FELIPE II",50,"FELIPE II 50",41,41091,1,14501
"CL","VIRGEN DE LA TORRES",4,"VIRGEN DE LA TORRES 4",41,41091,1,14502
,"AV S JUAN DE LA CRUZ 4",,"AV S JUAN DE LA CRUZ 4 ",41,41091,1,14503
,"ESPARTINA 4",,"ESPARTINA 4 ",41,41091,1,14504
"CL","CARLOS MARX -EDIFICIO CANTABRI",5,"CARLOS MARX -EDIFICIO CANTABRI 5",41,41091,3,14505
"CL","LUIS FUENTES BEJARANO",60,"LUIS FUENTES BEJARANO 60",41,41091,2,14506
,"LARA$A,6",,"LARA$A,6 ",41,41091,2,14507
"CL","BALONCESTO",4,"BALONCESTO 4",41,41091,2,14508
,"TRABAJO 6-6A",,"TRABAJO 6-6A ",41,41091,1,14509
"AV","CRUZ SUR",19,"CRUZ SUR 19",41,41091,1,14510
"CL","CDAD SUECA",5,"CDAD SUECA 5",41,41091,1,14511
,"MORATIN",,"MORATIN ",41,41091,1,14512
,"ASUNCION, 52-3",,"ASUNCION, 52-3 ",41,41091,1,14513
"CL","PADRE JOSE SEBASTI8AN BANDARAN",8,"PADRE JOSE SEBASTI8AN BANDARAN 8",41,41091,1,14514
,"NIEBLA 66",,"NIEBLA 66 ",41,41091,1,14515
