"T_NUM_EXP";"T_TITULO";"T_DESCRIPCION";"C_UNI_ORG_ENVIA";"D_OBJETO";"F_ENTRADA_FASE";"C_IDPROD_CATALOGO";"N_UNIDADES_PROD";"N_PRECIO_PROD";"L_OFERTA_PUNTUAL";"D_FORMA_ADJ";"N_IMPORTE"
"001987/2014/SAE/CAT";"Suministro de 600 Microordenadores Fujitsu para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";06/11/14;"322131101471";600;-16,94;"S";"Otras formas de ejecución";427614
"001985/2014/CECD/CAT";"CD - ARCHIVO HISTORICO PROVINCIAL DE SEVILLA - ADQUISICION DE PROYECTOR MULTIMEDIA  ";"";"CECD";"Suministro";07/11/14;"322120200251";1;769,56;"N";"Contrato Menor";769,56
"001986/2014/CECD/CAT";"CD - BIBLIOTECA PROVINCIAL DE CORDOBA - ADQUISICION DE 6 ORDENADORES CBH";"";"CECD";"Suministro";07/11/14;"322130200051";6;538,45;"N";"Contrato Menor";4982,46
"001986/2014/CECD/CAT";"CD - BIBLIOTECA PROVINCIAL DE CORDOBA - ADQUISICION DE 6 ORDENADORES CBH";"";"CECD";"Suministro";07/11/14;"322131000050";6;150,04;"N";"Contrato Menor";4982,46
"001986/2014/CECD/CAT";"CD - BIBLIOTECA PROVINCIAL DE CORDOBA - ADQUISICION DE 6 ORDENADORES CBH";"";"CECD";"Suministro";07/11/14;"322131005800";6;12,45;"N";"Contrato Menor";4982,46
"001986/2014/CECD/CAT";"CD - BIBLIOTECA PROVINCIAL DE CORDOBA - ADQUISICION DE 6 ORDENADORES CBH";"";"CECD";"Suministro";07/11/14;"322131100721";6;18,15;"N";"Contrato Menor";4982,46
"001986/2014/CECD/CAT";"CD - BIBLIOTECA PROVINCIAL DE CORDOBA - ADQUISICION DE 6 ORDENADORES CBH";"";"CECD";"Suministro";07/11/14;"322131101281";6;111,32;"N";"Contrato Menor";4982,46
"001994/2014/CECD/CAT";"CD - BIBLIOTECA PUBLICA PROVINCIAL DE MALAGA - ADQUISICION DE 7 ORDENADORES";"";"CECD";"Suministro";07/11/14;"";;;"N";"Contrato Menor";0
"001994/2014/CECD/CAT";"CD - BIBLIOTECA PUBLICA PROVINCIAL DE MALAGA - ADQUISICION DE 7 ORDENADORES";"";"CECD";"Suministro";07/11/14;"";;;"N";"Contrato Menor";0
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322160100891";2;904,04;"N";"Otras formas de ejecución";2343,78
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322161012950";2;267,85;"N";"Otras formas de ejecución";2343,78
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322160100891";2;904,04;"N";"Otras formas de ejecución";2343,78
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322161012950";2;267,85;"N";"Otras formas de ejecución";2343,78
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322160100891";2;904,04;"N";"Otras formas de ejecución";2343,78
"002006/2014/SAE/CAT";"Suministro de 2 impresoras de impacto matricial para el Servicio Andaluz de Empleo";"";"SAE";"Suministro";09/11/14;"322161012950";2;267,85;"N";"Otras formas de ejecución";2343,78
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322160201370";14;535,4;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161018590";14;20,82;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118481";14;308,55;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118601";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118631";14;23,56;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118641";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118681";14;27,83;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161128671";14;103,01;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218502";14;74,54;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218532";14;45,98;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218542";14;21,78;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218792";14;82,28;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322160201370";14;535,4;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161018590";14;20,82;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118481";14;308,55;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118601";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118631";14;23,56;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118641";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161118681";14;27,83;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161128671";14;103,01;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218502";14;74,54;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218532";14;45,98;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218542";14;21,78;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322161218792";14;82,28;"N";"Contrato Menor";17412,5
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322190100100";2;1133,2;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191001860";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191001870";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101341";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101351";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101411";2;73,81;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101421";2;282,34;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101431";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101461";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101471";2;96,55;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322190100100";2;1133,2;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191001860";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191001870";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101341";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101351";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101411";2;73,81;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101421";2;282,34;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101431";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101461";2;0;"N";"Contrato Menor";3171,8
"002013/2014/CEICE-SGT/CAT";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 2 impresoras con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";10/11/14;"322191101471";2;96,55;"N";"Contrato Menor";3171,8
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322010200601";4;435,02;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014230";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014240";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014250";4;15,2;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014290";4;18,67;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014390";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011114081";4;20,57;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322010200601";4;435,02;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014230";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014240";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014250";4;15,2;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014290";4;18,67;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011014390";4;0;"N";"Contrato Menor";1957,84
"002031/2014/CEICE-SGT/CAT";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"Adquisición de 4 ordenadores con destino al Centro de Prevención de Riesgos Laborales de Jaén";"CEICE-SGT";"Suministro";11/11/14;"322011114081";4;20,57;"N";"Contrato Menor";1957,84
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322160201370";14;535,4;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161018590";14;20,82;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161118481";14;308,55;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161118601";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161118631";14;23,56;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161118641";14;0;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161118681";14;27,83;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161128671";14;103,01;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161218502";14;74,54;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161218532";14;45,98;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161218542";14;21,78;"N";"Contrato Menor";17412,5
"002008/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322161218792";14;82,28;"N";"Contrato Menor";17412,5
"002032/2014/CEICE-SGT/CAT";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"Adquisición de 14 microordenadores de sobremesa con destino al Centro de Prevención de Riesgos Laborales de Armilla (Granada)";"CEICE-SGT";"Suministro";11/11/14;"322160201370";14;535,4;"N";"Contrato Menor";15113,14
